Date,Open,High,Low,Close,Vol.,Change %
19-Apr-16,16.67,16.67,16.04,16.25,3.21M,-1.99%
20-Apr-16,16.67,16.67,16.25,16.29,97.08K,0.25%
21-Apr-16,16.25,16.42,16.12,16.25,277.56K,-0.25%
22-Apr-16,16.25,16.42,16.04,16.21,659.88K,-0.25%
25-Apr-16,16.25,16.25,16.04,16.12,165.60K,-0.56%
26-Apr-16,16.04,16.25,15.88,16,482.76K,-0.74%
27-Apr-16,16.04,16.25,16,16.08,151.68K,0.50%
28-Apr-16,16.04,16.25,15.83,15.92,400.32K,-1.00%
29-Apr-16,16.04,16.67,15.92,16.33,78.60K,2.58%
03-May-16,16.42,16.88,15.92,16.29,483.84K,-0.24%
04-May-16,16.42,16.5,16.04,16.21,61.80K,-0.49%
05-May-16,16.42,16.42,15.92,16.04,355.20K,-1.05%
06-May-16,16.42,16.42,15.46,15.62,158.28K,-2.62%
09-May-16,15.62,16,15.54,15.62,230.88K,0.00%
10-May-16,15.62,15.62,15.46,15.58,1.04M,-0.26%
11-May-16,15.58,15.83,15.38,15.46,440.40K,-0.77%
12-May-16,15.58,15.58,15.33,15.33,150.00K,-0.84%
13-May-16,15.42,15.83,15.29,15.42,365.16K,0.59%
16-May-16,15.62,15.67,15.29,15.38,85.68K,-0.26%
17-May-16,15.42,16.25,15.29,15.38,3.37M,0.00%
18-May-16,15.38,15.42,15.29,15.33,1.92M,-0.33%
19-May-16,15.38,15.42,15,15.33,1.53M,0.00%
20-May-16,15.08,15.5,15.08,15.33,1.26M,0.00%
23-May-16,15.42,15.42,15.17,15.25,2.87M,-0.52%
24-May-16,15.17,15.42,15.12,15.21,752.64K,-0.26%
25-May-16,15.21,16.25,15.21,15.5,79.32K,1.91%
26-May-16,15.46,15.46,15.12,15.25,1.30M,-1.61%
27-May-16,15.25,15.25,15.04,15.12,213.36K,-0.85%
30-May-16,15.21,15.21,15,15.04,1.75M,-0.53%
31-May-16,15,15,14.25,14.29,83.76K,-4.99%
02-Jun-16,14.25,14.38,12.92,13.83,5.96M,-3.22%
03-Jun-16,14.17,14.17,13.33,13.79,1.35M,-0.29%
06-Jun-16,13.92,13.92,13.67,13.79,1.30M,0.00%
07-Jun-16,13.83,13.92,13.79,13.79,2.45M,0.00%
08-Jun-16,14.17,14.17,13.67,13.75,1.51M,-0.29%
09-Jun-16,14.17,14.17,13.79,13.79,3.87M,0.29%
10-Jun-16,13.88,14.17,13.79,13.79,1.38M,0.00%
13-Jun-16,13.96,14.17,13.83,13.92,162.84K,0.94%
14-Jun-16,14,14.17,13.92,14.04,215.28K,0.86%
15-Jun-16,14.12,15,14.08,14.29,2.51M,1.78%
16-Jun-16,14.25,15,12.96,14.12,1.23M,-1.19%
17-Jun-16,14.17,14.17,14.08,14.12,403.20K,0.00%
20-Jun-16,14.12,14.17,14.08,14.08,1.12M,-0.28%
21-Jun-16,14.12,14.25,14.04,14.08,49.20K,0.00%
22-Jun-16,14.08,14.17,14,14.08,1.07M,0.00%
23-Jun-16,14.25,14.25,14.12,14.17,240.60K,0.64%
24-Jun-16,14.12,14.12,13.75,14,7.23M,-1.20%
27-Jun-16,14,14,13.67,13.83,148.92K,-1.21%
28-Jun-16,14,14,12.62,13.71,406.32K,-0.87%
29-Jun-16,13.83,13.96,13.42,13.46,112.80K,-1.82%
30-Jun-16,13.83,13.96,13.42,13.46,1.30M,0.00%
01-Jul-16,13.42,13.83,13.33,13.5,1.06M,0.30%
04-Jul-16,13.54,13.58,13.54,13.54,174.00K,0.30%
